X_id,estId,estName,addrFull,srvType,insStatus,insDate,observation,infCategory,defDesc,infType,actionDesc,OutcomeDate,OutcomeDesc,fineAmount,geometry
1574,10605334,NKD WAX & THREAD,910 BLOOR ST W,Aesthetics,Pass,2023-12-29,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.42648, 43.662]]}"
1575,10605334,NKD WAX & THREAD,910 BLOOR ST W,Aesthetics,Pass,2020-03-02,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.42648, 43.662]]}"
1576,10605353,L'UNE BEAUTY BOUTIQUE & SALON,"276 CARLAW AVE, UNIT-207A",Aesthetics,Pass,2020-02-06,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.34133, 43.66336]]}"
1577,10605353,L'UNE BEAUTY BOUTIQUE & SALON,"276 CARLAW AVE, UNIT-207A",Barbering & Hairdressing,Pass,2020-02-06,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.34133, 43.66336]]}"
1578,10605757,AESTHETICS BY CHRISTINE,10 WILLIAM MORGAN DR,Nails,Pass,2023-05-16,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.34177, 43.70938]]}"
1579,10605780,PUEDMAG INKPIRE,533 BLOOR ST W,Body Piercing,Pass,2023-09-11,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.40962, 43.66524]]}"
1580,10605780,PUEDMAG INKPIRE,533 BLOOR ST W,Body Piercing,Conditional Pass,2023-09-07,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,07 - Sterilization Requirements,Fail to keep sterilization records of personal service setting as required. Reg. Para. 1 of subsec. 14 (1),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.40962, 43.66524]]}"
1581,10605780,PUEDMAG INKPIRE,533 BLOOR ST W,Tattooing,Pass,2023-09-07,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.40962, 43.66524]]}"
1582,10661079,AJ BARBERING SALON AND SPA,"2450 FINCH AVE W, UNIT-8",Aesthetics,Pass,2023-08-15,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.5542, 43.74997]]}"
1583,10661079,AJ BARBERING SALON AND SPA,"2450 FINCH AVE W, UNIT-8",Barbering & Hairdressing,Pass,2023-08-15,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.5542, 43.74997]]}"
1584,10661079,AJ BARBERING SALON AND SPA,"2450 FINCH AVE W, UNIT-8",Nails,Pass,2023-08-15,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.5542, 43.74997]]}"
1585,10661079,AJ BARBERING SALON AND SPA,"2450 FINCH AVE W, UNIT-8",Tattooing,Pass,2023-08-15,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.5542, 43.74997]]}"
1586,10659446,NERO GENTLEMEN'S GROOMING CLUB,"268 ADELAIDE ST W, UNIT-2",Aesthetics,Pass,2023-08-04,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38987, 43.64815]]}"
1587,10659446,NERO GENTLEMEN'S GROOMING CLUB,"268 ADELAIDE ST W, UNIT-2",Barbering & Hairdressing,Pass,2023-08-04,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38987, 43.64815]]}"
1588,10660291,A & I HAIR SALON,"890 DON MILLS RD, UNIT-155",Barbering & Hairdressing,Pass,2020-02-20,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.34155, 43.72551]]}"
1589,10660891,GENTS BARBERSHOP,"879 BAY ST, 8",Barbering & Hairdressing,Pass,2023-12-29,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38623, 43.66278]]}"
1590,10661388,LA ROSE MEN'S HAIRSTYLING & BARBER SHOP,"140 LA ROSE AVE, UNIT-7",Barbering & Hairdressing,Pass,2023-10-03,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.52398, 43.68495]]}"
1591,10661388,LA ROSE MEN'S HAIRSTYLING & BARBER SHOP,"140 LA ROSE AVE, UNIT-7",Barbering & Hairdressing,Pass,2020-02-19,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.52398, 43.68495]]}"
1592,10661423,MINHWA TATTOO COMPANY,982 DUNDAS ST W,Tattooing,Pass,2023-06-16,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41517, 43.65065]]}"
1593,10659276,BLOWDRY LOUNGE BAY STREET,"181 BAY ST, C530",Barbering & Hairdressing,Pass,2023-08-16,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.37849, 43.64748]]}"
1594,10661431,CKR SALON INC.,2889 LAWRENCE AVE E,Barbering & Hairdressing,Pass,2023-11-21,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.25311, 43.75396]]}"
1595,10661431,CKR SALON INC.,2889 LAWRENCE AVE E,Barbering & Hairdressing,Conditional Pass,2023-11-20,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,06 - Sharps Handling & Disposal,Fail to ensure all sharps disposed of immediately after use in sharps container in close proximity to where personal service provided. Reg. Subsec. 10 (7),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.25311, 43.75396]]}"
1596,10661523,PRINCE BARBER SHOP,384 YONGE ST,Aesthetics,Pass,2020-01-31,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38256, 43.65931]]}"
1597,10661523,PRINCE BARBER SHOP,384 YONGE ST,Barbering & Hairdressing,Pass,2020-02-03,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38256, 43.65931]]}"
1598,10661523,PRINCE BARBER SHOP,384 YONGE ST,Barbering & Hairdressing,Conditional Pass,2020-01-31,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Personal service setting - use equipment not maintained in sanitary condition. Reg. Clause 10 (1)(a),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38256, 43.65931]]}"
1599,10661702,PAUL PECORELLA HAIR SALON,"106 CUMBERLAND ST, FLR-3",Barbering & Hairdressing,Pass,2020-01-30,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39135, 43.67043]]}"
1600,10701650,DINO_TATTOOS,2401 LAKE SHORE BLVD W,Tattooing,Pass,2020-03-04,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.48858, 43.61447]]}"
1601,10701920,NK BEAUTY LOUNGE,"89 FINCH AVE W, UNIT-2",Barbering & Hairdressing,Pass,2020-03-06,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.42308, 43.77787]]}"
1602,10702043,ESTEEM BEAUTY SALON,839 O'CONNOR DR,Barbering & Hairdressing,Pass,2020-03-06,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.31171, 43.70649]]}"
1603,10702334,HUMBER BAY SHORES BEAUTY & SPA,"170 NORTH QUEEN ST, UNIT K-50",Aesthetics,Pass,2020-03-12,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.55842, 43.61917]]}"
1604,10701653,LA BEAUTE SPA,6037 YONGE ST,Aesthetics,Pass,2020-03-03,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41766, 43.78994]]}"
1605,10701653,LA BEAUTE SPA,6037 YONGE ST,Nails,Pass,2020-03-03,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41766, 43.78994]]}"
1606,10701680,TRADE SECRETS- HOLT RENFREW,50 BLOOR ST W,Aesthetics,Pass,2023-04-24,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38832, 43.67039]]}"
1607,10701680,TRADE SECRETS- HOLT RENFREW,50 BLOOR ST W,Aesthetics,Pass,2020-03-04,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38832, 43.67039]]}"
1608,10701680,TRADE SECRETS- HOLT RENFREW,50 BLOOR ST W,Nails,Pass,2023-04-24,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38832, 43.67039]]}"
1609,10701760,KISS MACRO AESTHETICS INC.,1128 THE QUEENSWAY,Aesthetics,Pass,2020-03-05,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.51927, 43.62273]]}"
1610,10701760,KISS MACRO AESTHETICS INC.,1128 THE QUEENSWAY,Micropigmentation/Microblading,Pass,2020-03-05,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.51927, 43.62273]]}"
1611,10701914,SPANUT,"6008 YONGE ST, A",Aesthetics,Pass,2020-03-06,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41812, 43.78883]]}"
1612,10702352,YANISMA HAIR SALON CORP.,6 BROOKHAVEN DR,Barbering & Hairdressing,Pass,2020-03-12,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.49409, 43.69741]]}"
1613,10702369,SKIN SOLUTIONS TORONTO,112 BELMONT ST,Aesthetics,Pass,2020-03-13,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39271, 43.67499]]}"
1614,10702369,SKIN SOLUTIONS TORONTO,112 BELMONT ST,Aesthetics,Conditional Pass,2020-03-12,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,01 - Public Health Notification,Fail to provide written notification of intention to operate personal service setting at least 14 days before commencing operation. Reg. Subsec. 3 (1),S - Significant,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39271, 43.67499]]}"
1615,10702393,BEAUTY WELLNESS & LIFESTYLE NAIL AND SPA CENTER,367 WILSON AVE,Aesthetics,Pass,2020-03-12,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.43683, 43.73658]]}"
1616,10702393,BEAUTY WELLNESS & LIFESTYLE NAIL AND SPA CENTER,367 WILSON AVE,Nails,Pass,2020-03-12,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.43683, 43.73658]]}"
1617,10702480,SHIM WOOKJIN STUDIO,"158 EGLINTON AVE W, UNIT-1 & 2",Tattooing,Pass,2020-03-13,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.40331, 43.70598]]}"
1618,10769426,TOP DETAILS BARBER SHOP,"1 DE BOERS DR, Unit-106",Barbering & Hairdressing,Pass,2023-05-17,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.46411, 43.75123]]}"
1619,10769592,POWERED BY GREY HAIR SALON STUDIO,"45 WICKSTEED AVE, UNIT-280",Barbering & Hairdressing,Pass,2022-06-02,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.36287, 43.7103]]}"
1620,10769630,DROP THE INK,"559 BLOOR ST W, FLR-2",Tattooing,Pass,2023-05-29,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41066, 43.66511]]}"
1621,10768872,ABSOLUTE BEAUTY BY JESS,"862 EGLINTON AVE E, SUITE-205",Aesthetics,Pass,2023-05-01,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.36535, 43.71368]]}"
1622,10768872,ABSOLUTE BEAUTY BY JESS,"862 EGLINTON AVE E, SUITE-205",Nails,Pass,2023-05-01,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.36535, 43.71368]]}"
1623,10769497,THE RITZ MEN'S HAIRCUT,2721 YONGE ST,Barbering & Hairdressing,Pass,2023-08-11,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.40037, 43.71739]]}"
1624,10770074,AHA NAILS BEAUTY SPA,600 YONGE ST,Aesthetics,Pass,2023-08-15,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38511, 43.66557]]}"
1625,10770074,AHA NAILS BEAUTY SPA,600 YONGE ST,Nails,Pass,2023-08-15,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38511, 43.66557]]}"
1626,10770187,INS NAIL,"3276 MIDLAND AVE, UNIT-C108",Aesthetics,Pass,2023-09-11,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.28939, 43.80514]]}"
1627,10770187,INS NAIL,"3276 MIDLAND AVE, UNIT-C108",Aesthetics,Conditional Pass,2023-09-07,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Personal service setting - fail to ensure sink capable of immersing largest piece of reusable equipment used at the setting. Reg. Clause 8 (3)(a),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.28939, 43.80514]]}"
1628,10770187,INS NAIL,"3276 MIDLAND AVE, UNIT-C108",Aesthetics,Conditional Pass,2023-09-07,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Personal service setting - use equipment not maintained in sanitary condition. Reg. Clause 10 (1)(a),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.28939, 43.80514]]}"
1629,10770187,INS NAIL,"3276 MIDLAND AVE, UNIT-C108",Nails,Pass,2023-09-11,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.28939, 43.80514]]}"
1630,10770187,INS NAIL,"3276 MIDLAND AVE, UNIT-C108",Nails,Conditional Pass,2023-09-07,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,05 - Single-Use Equipment & Instruments,Personal service setting - single-use equipment not discarded immediately after use. Reg. Subsec. 10 (5),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.28939, 43.80514]]}"
1631,10770187,INS NAIL,"3276 MIDLAND AVE, UNIT-C108",Nails,Conditional Pass,2023-09-07,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Personal service setting - use equipment not maintained in sanitary condition. Reg. Clause 10 (1)(a),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.28939, 43.80514]]}"
1632,10770187,INS NAIL,"3276 MIDLAND AVE, UNIT-C108",Nails,Conditional Pass,2023-09-07,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Personal service setting - fail to ensure sink capable of immersing largest piece of reusable equipment used at the setting. Reg. Clause 8 (3)(a),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.28939, 43.80514]]}"
1633,10770268,PINK INK STUDIOS INC,"67 MOWAT AVE, SUITE 307",Tattooing,Pass,2023-08-22,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.42538, 43.63814]]}"
1634,10770418,NAILS JONAS BEAUTY SPA,"657 YONGE ST, UNIT-A",Nails,Pass,2022-06-15,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38558, 43.66822]]}"
1635,10789744,JDED Barber Shop,"901 YONGE ST, UNIT-1",Barbering & Hairdressing,Pass,2023-08-10,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38825, 43.67478]]}"
1636,10789744,JDED Barber Shop,"901 YONGE ST, UNIT-1",Barbering & Hairdressing,Conditional Pass,2023-08-03,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Personal service setting - use equipment not maintained in sanitary condition. Reg. Clause 10 (1)(a),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38825, 43.67478]]}"
1637,10789744,JDED Barber Shop,"901 YONGE ST, UNIT-1",Barbering & Hairdressing,Conditional Pass,2023-08-03,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Personal service setting - fail to ensure disinfectants are used per manufacturer's instructions. Reg. Clause 11 (2)(b),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38825, 43.67478]]}"
1638,10789744,JDED Barber Shop,"901 YONGE ST, UNIT-1",Barbering & Hairdressing,Conditional Pass,2023-08-03,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Reusable equipment not cleaned and disinfected or sterilized between each use. Reg. Clause 10 (4)(a),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38825, 43.67478]]}"
1639,10789744,JDED Barber Shop,"901 YONGE ST, UNIT-1",Barbering & Hairdressing,Conditional Pass,2023-08-03,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,01 - Public Health Notification,Fail to provide written notification of intention to operate personal service setting at least 14 days before commencing operation. Reg. Subsec. 3 (1),S - Significant,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38825, 43.67478]]}"
1640,10789114,KIKI NAILS & SPA,3802 BLOOR ST W,Aesthetics,Pass,2023-10-12,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.53581, 43.64197]]}"
1641,10789114,KIKI NAILS & SPA,3802 BLOOR ST W,Aesthetics,Pass,2023-08-02,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.53581, 43.64197]]}"
1642,10789114,KIKI NAILS & SPA,3802 BLOOR ST W,Nails,Pass,2023-10-12,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.53581, 43.64197]]}"
1643,10789114,KIKI NAILS & SPA,3802 BLOOR ST W,Nails,Pass,2023-08-02,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.53581, 43.64197]]}"
1644,10789323,MANKIND GROOMING STUDIO FOR MEN,"155 REDPATH AVE, UNIT-101",Barbering & Hairdressing,Pass,2023-08-02,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39292, 43.70879]]}"
1645,10789668,JERA HAIR STUDIO,"45 WICKSTEED AVE, SUITE-280 & UNI-16",Barbering & Hairdressing,Pass,2023-08-17,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.36287, 43.7103]]}"
1646,10789945,PINK LEMON WAX STUDIO,"901 YONGE ST, UNIT-205",Aesthetics,Pass,2023-08-29,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38825, 43.67478]]}"
1647,10789945,PINK LEMON WAX STUDIO,"901 YONGE ST, UNIT-205",Aesthetics,Conditional Pass,2023-08-10,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Reusable equipment not cleaned and disinfected or sterilized between each use. Reg. Clause 10 (4)(a),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38825, 43.67478]]}"
1648,10789945,PINK LEMON WAX STUDIO,"901 YONGE ST, UNIT-205",Aesthetics,Conditional Pass,2023-08-10,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Personal service setting - fail to ensure sink sufficiently separate from where personal services provided. Reg. Clause 8 (3)(e),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38825, 43.67478]]}"
1649,10789961,THE NAIL ARTISTRY CO,883 BAY ST,Aesthetics,Pass,2023-11-16,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38628, 43.6629]]}"
1650,10789961,THE NAIL ARTISTRY CO,883 BAY ST,Aesthetics,Conditional Pass,2023-11-09,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Personal service setting - fail to ensure sink not located in room with toilet. Reg. Clause 8 (3)(d),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38628, 43.6629]]}"
1651,10789961,THE NAIL ARTISTRY CO,883 BAY ST,Nails,Pass,2023-11-16,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38628, 43.6629]]}"
1652,10789961,THE NAIL ARTISTRY CO,883 BAY ST,Nails,Conditional Pass,2023-11-09,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Personal service setting - fail to ensure sink not located in room with toilet. Reg. Clause 8 (3)(d),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38628, 43.6629]]}"
1653,10790082,NEVAEH'S HEALTH & BEAUTY PARADISE,"1530 ALBION RD, UNIT-56",Barbering & Hairdressing,Pass,2023-08-15,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.58461, 43.74177]]}"
1654,10790086,SKINREVIVE AESTHETICS (INSIDE NEVAEH'S HEALTH & BEAUTY PARADISE),"1530 ALBION RD, UNIT-56",Aesthetics,Pass,2023-08-15,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.58461, 43.74177]]}"
1655,10799834,EVERY BEAUTY BAR,302 CARLAW AVE,Aesthetics,Pass,2023-12-07,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.34143, 43.6636]]}"
1656,10799786,TIMELESS CUTS,"1646 VICTORIA PARK AVE, FLR-2, UNI-7A",Barbering & Hairdressing,Pass,2023-12-06,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.30585, 43.73093]]}"
1657,10799793,VIXXEN HAIR STUDIO,"3420 LAWRENCE AVE E, 3",Barbering & Hairdressing,Pass,2023-12-06,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.22944, 43.75934]]}"
1658,10799832,LOVOUX,"260 CARLAW AVE, UNIT-202B",Barbering & Hairdressing,Pass,2023-12-07,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.34126, 43.66317]]}"
1659,10799845,DOLLAZ,3482 LAWRENCE AVE E,Barbering & Hairdressing,Pass,2023-12-07,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.22605, 43.75989]]}"
1660,10800005,G TATTOO & PIERCING,"821 EGLINTON AVE W, UNIT 102",Body Piercing,Pass,2023-12-11,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.42471, 43.70095]]}"
